Video URL,Title
https://www.youtube.com/watch?v=vogI7V-xo1M,ILHC 2018 - Open Classic Prelims - Rico Lim & Chloe Hong (South Korea)
https://www.youtube.com/watch?v=R1p9uR9qL6k,ILHC 2018 - Open Classic Prelims - Petra Robek & Janez Šepetavc (Slovenia)
https://www.youtube.com/watch?v=VVHCQABWaPk,ILHC 2018 - Open Classic Prelims - Tommaso Dainelli & Giulia Agostini (Italy)
https://www.youtube.com/watch?v=XNgOE3T95T0,ILHC 2018 - Open Classic Prelims - Simon Bressanelli & Ariadna Beltran (UK & Catalonia)
https://www.youtube.com/watch?v=YrEDuOsFwBs,ILHC 2018 - Open Classic Prelims - Steven Plummer & Olga Parshina (USA)
https://www.youtube.com/watch?v=XyEcz3kcwuU,ILHC 2018 - Open Classic Prelims - Tadas Vasiliauskas & Ana Umnova (Lithuania)
https://www.youtube.com/watch?v=N-wanN_Q1hE,ILHC 2018 - Open Classic Prelims - Victor Lopez & Isabel Gregori (Spain)
https://www.youtube.com/watch?v=PUqT31eI1kI,ILHC 2018 - Open Classic Prelims - Willie Lin & Jing Yi Chiew (Taiwan)
https://www.youtube.com/watch?v=uw4tnh89CR0,ILHC 2018 - Open Classic Prelims - Viktor Lillard & Kerry Kapaku (USA)
https://www.youtube.com/watch?v=dEb7GsRq8wE,ILHC 2018 - Open Balboa Draw Finals - Albert Ferran & Annabel Quisao
https://www.youtube.com/watch?v=5dzuNFW64o4,ILHC 2018 - Open Balboa Draw Finals - Vincenzo Fesi & Brittany Morton
https://www.youtube.com/watch?v=S6oSzdbeTW0,ILHC 2018 - Open Balboa Draw Finals - Blake Thiessen & Anne Helene Cavasa
https://www.youtube.com/watch?v=oAS--5ditT0,ILHC 2018 - Open Balboa Draw Finals - Rafal Pustelny & Jessica Miltenberger
https://www.youtube.com/watch?v=B8tmPBzlwwc,ILHC 2018 - Open Balboa Draw Finals - Bernard Cavasa & Cami Asher
https://www.youtube.com/watch?v=NkR62CXfeMM,ILHC 2018 - Open Balboa Draw Finals - Andreas Olsson & Irina Amzashvili
https://www.youtube.com/watch?v=mWAwD_BFqlY,ILHC 2018 - Open Balboa Draw Finals - Adam Brozowski & Moe Sakan
https://www.youtube.com/watch?v=XzQn8OIf8tk,ILHC 2018 - Open Balboa Draw Finals - Douglas Mathews & Hannah Mackenzie Margulies
https://www.youtube.com/watch?v=AZZT9w-c1SY,ILHC 2018 - Open Balboa Draw Finals - Matt Richey & Heather Ballew
https://www.youtube.com/watch?v=h7s0xX8MKe8,ILHC 2018 - Juniors - Jonathan Stewart & Mariana Mitchell
https://www.youtube.com/watch?v=ZyBY6V3Z33k,ILHC 2018 - Juniors - Aidan Nunn & Klara Johnson
https://www.youtube.com/watch?v=YI1-8xdnkoA,ILHC 2018 - Juniors - Mario Mitchell Jr & Gabi Gross
https://www.youtube.com/watch?v=9maHl0z6ySs,ILHC 2018 - Juniors - James Iveson & Chloe Iveson
https://www.youtube.com/watch?v=rojEWUKlTQs,ILHC 2018 - Juniors - Jermaine Trevon Donald & Aniya Correa
https://www.youtube.com/watch?v=8tYOesXheKU,ILHC 2018 - Pro Am Leads - Jonathan Gillett & Jo Hoffberg
https://www.youtube.com/watch?v=whSMsoGrCJQ,ILHC 2018 - Pro Am Leads - Lalaina Rakotomalala & Jaime Shannon
https://www.youtube.com/watch?v=HcWjedHE91k,ILHC 2018 - Pro Am Leads - Giorgio Finello & Lisa Clarke
https://www.youtube.com/watch?v=gqwdyvL5KGg,ILHC 2018 - Pro Am Leads - Cole Weaver & Laura Glaess
https://www.youtube.com/watch?v=AhdAjeHLuaE,ILHC 2018 - Pro Am Leads - Viktor Lillard & Evita Arce
https://www.youtube.com/watch?v=u2QOg-MoGUw,ILHC 2018 - Pro Am Leads - Justin Noh & Natalia Eristavi
https://www.youtube.com/watch?v=ElL0RTDzDPo,ILHC 2018 - Pro Am Leads - Tyler Gillett & Irina Amzashvili
https://www.youtube.com/watch?v=7ey2t7GXySc,ILHC 2018 - Pro Am Leads - Steven Plummer & Stephanie Shapiro
https://www.youtube.com/watch?v=-un6TXJ4XDU,ILHC 2018 - Open Lindy Hop Draw Finals - Tobias Koelbl & Elizabeth Nisius
https://www.youtube.com/watch?v=G5rNnqUcrx8,ILHC 2018 - Open Lindy Hop Draw Finals - Jae Yoo & Erin Mccoy
https://www.youtube.com/watch?v=vMReutkajg0,ILHC 2018 - Open Lindy Hop Draw Finals - Victor Lopez & Alexis Davila
https://www.youtube.com/watch?v=RT2OWdqua_Y,ILHC 2018 - Open Lindy Hop Draw Finals - Chinwei Hsu & Laurel Fischer
https://www.youtube.com/watch?v=hBL8oZ-8Jdc,ILHC 2018 - Open Lindy Hop Draw Finals - Alexander Nguyen & Jing Yang
https://www.youtube.com/watch?v=pFA8RaLbynI,ILHC 2018 - Open Lindy Hop Draw Finals - Bryan Soto & Jing Yi Chiew
https://www.youtube.com/watch?v=LE1d_mIrC1g,ILHC 2018 - Open Lindy Hop Draw Finals - James Yeh & Briana Ayers
https://www.youtube.com/watch?v=Ln16qMADP7M,ILHC 2018 - Open Lindy Hop Draw Finals - Cyle Dixon & Kari Kron
https://www.youtube.com/watch?v=zRl92Zqm6gs,ILHC 2018 - Advanced Lindy Hop Draw Finals - Mike Grosser & Dee Locke
https://www.youtube.com/watch?v=AiCxnLRHhL8,ILHC 2018 - Advanced Lindy Hop Draw Finals - PJ Ryan & Anna Rio
https://www.youtube.com/watch?v=iwFPyqhLz8M,ILHC 2018 - Advanced Lindy Hop Draw Finals - Viktor Edlund & Claudia Fonte
https://www.youtube.com/watch?v=NYoCpZ7IBSY,ILHC 2018 - Advanced Lindy Hop Draw Finals - Harald Carlstrand & Chiara Coombs
https://www.youtube.com/watch?v=u4uce4PxltM,ILHC 2018 - Advanced Lindy Hop Draw Finals - Alexey Kazennov & Cassandra Hargrave
https://www.youtube.com/watch?v=6VFwHPa0KYE,ILHC 2018 - Advanced Lindy Hop Draw Finals - Benoit Mouzin & Ariel Goh
https://www.youtube.com/watch?v=2r3nC7nkIxI,ILHC 2018 - Advanced Lindy Hop Draw Finals - Johan Selander & Margaux Dours
https://www.youtube.com/watch?v=AL_zDx7iASY,ILHC 2018 - Advanced Lindy Hop Draw Finals - Aurelien Darbellay & Amanda Collins
https://www.youtube.com/watch?v=JLFxq61z24k,ILHC 2018 - Advanced Lindy Hop Draw Finals - Leonardo Ost & Coralie Bazinet
https://www.youtube.com/watch?v=HQ16m1s5I58,ILHC 2018 - Advanced Lindy Hop Draw Finals - Shelby Johnson & Egle Stasiulyte
